catalog,model,generated_title,confidence,surface_score,llm_in_catalog,llm_match_title,llm_match_id,llm_match_quartile
yelp,mistral,Mandalay Restaurant & Bar,82.0,80.0,False,,,
yelp,gpt-oss,Sweet Art,75.0,0.0,False,,,
yelp,llama,Salt + Smoke,85.0,100.0,True,,sfwMByVwbb69zhw4xzXzgA,
yelp,llama,Bistro 222,85.0,0.0,False,,,
yelp,mistral,The Love,88.0,100.0,True,,dChRGpit9fM_kZK5pafNyA,
yelp,mistral,The Crossing,77.0,100.0,True,,73ZXjIfdHJs59XOzKHQ45g,
yelp,mistral,Clementine's Creamery,79.0,76.36363636363637,False,,,
yelp,mistral,Three Kings Public House,79.0,100.0,True,,O_0H42Bw8hBduWSADPG8ng,
yelp,gpt-oss,The Roosevelt New Orleans (hotel),86.0,77.5,True,,WtVOrfqLXerig9Z7iP-NzA,
yelp,llama,Chinese Restaurant,83.0,100.0,True,,ydIiHK4TE_wd7gAyifNUAQ,
yelp,claude,Belle Meade Historic Site & Winery,74.0,100.0,True,,sn4-BbWfsdQ4UVukfRl2Nw,
yelp,llama,Distrito,85.0,100.0,True,,kVTHnhgYUw-Pmr7wgDB4_g,
yelp,claude,Domino's Pizza,44.0,100.0,True,,sqSqqLy0sN8n2IZrAbzidQ,
yelp,llama,Davio's Northern Italian Steakhouse,79.0,69.84126984126983,True,,QIUunGyXImTmsiafyWPO7Q,
yelp,mistral,Brew HaHa!,73.0,100.0,True,,pTRRpEu3Nz2xTExQljL7TA,
yelp,gpt-oss,The Halal Guys,66.0,100.0,True,,lmcrVOvJUydTmnZIAIZlAg,
yelp,mistral,Sang Kee Noodle House,89.0,100.0,True,,MzFhaFNbE03zF84BPkN7yQ,
yelp,mistral,Khyber Pass Pub,80.0,100.0,True,,OHzX-ZD9qyoeoxR8Z0dlIA,
yelp,mistral,Suraya,84.0,100.0,True,,vUrTGX_7HxqeoQ_6QCVz6g,
yelp,llama,Barbuzzo,67.0,100.0,True,,6ajnOk0GcY9xbb5Ocaw8Gw,
yelp,gpt-oss,Mas Tacos,76.0,38.888888888888886,True,,9w-LZEkP1hf363G-OYvKDg,
yelp,claude,Sponge Docks Waterfront Dining,61.0,95.0,True,,DeY0JL4MpfKfB4jf2Bx68w,
yelp,claude,Nueva Cantina,45.0,100.0,True,,0EPYrxeMLh2G63HLMIgRHg,
yelp,mistral,Fare,85.0,100.0,True,,KHQXmUFiAD0FHvrMSakJBA,
yelp,llama,GW Fins,70.0,100.0,True,,9xdXS7jtWjCVzL4_oPGv9A,
yelp,claude,Arnold's Country Kitchen,78.0,100.0,True,,3_WGRjRrnZX2b4ZVpjmL6w,
yelp,claude,Applebee's,68.0,100.0,True,,3lu8xg2B7ckE9c2ItMu_BQ,
yelp,llama,Cafe Maspero,80.0,100.0,True,,Cbktlvci_z4HwdqPUW-5cg,
yelp,claude,Bahama Breeze,61.0,100.0,True,,i1WPpsuD5gyLppyB71vv6A,
yelp,llama,The Fish Market,85.0,81.08108108108108,False,,,
yelp,claude,Wingstop,68.0,100.0,True,,AuTmUY381to83xPwovoERg,
yelp,llama,Little Tokyo,85.0,100.0,True,,LqpoPXU-4QijJJKmJCPhNw,
yelp,llama,Mother's Restaurant,79.0,100.0,True,,C1F_T3S2JpoTy5p8-1zHlw,
yelp,llama,Jones,75.0,100.0,True,,d_tRshM-w6S4QxE4VVi8tQ,
yelp,llama,Willa Jean,73.0,100.0,True,,hfbZ97Te3T4jeWN6GgsGrQ,
yelp,mistral,McConnell's Fine Ice Creams,85.0,100.0,True,,cEN8j6jL0OJ0zhe-AX58Hw,
yelp,mistral,Bluebeard,92.0,100.0,True,,WrZaL6BxHqVqt3sAcJ-5Rg,
yelp,llama,Dockside Grill,66.0,95.0,True,,8YVkN4twMbkVxgFCdw5U-w,
yelp,mistral,Rolf and Daughters,79.0,100.0,True,,ALK-7tTvDKAzxAtIiNyh2A,
yelp,gpt-oss,Brazilian Churrasco Grill,73.0,89.79591836734694,False,,,
yelp,claude,Vedge,70.0,100.0,True,,2CDI713ATuxHfnB5b-sBdw,
yelp,mistral,Kyoto Sushi & Grill,92.0,100.0,True,,fOgT1JeHDEwI5KWYwgbggw,
yelp,mistral,Federal Donuts,88.0,100.0,True,,e8pMCk4bE0U4qk7z59Lxkg,
yelp,llama,Lorenzo's Trattoria,82.0,100.0,True,,LnTZm3Lvt_aPWzpd61eq6g,
yelp,mistral,Capital Tacos,82.0,100.0,True,,IftK-gf8Q0uu-S_CUWkr5Q,
yelp,gpt-oss,St. Elmo Steak House,95.0,100.0,True,,ReV4Q3rEJ8neicQPc6pC0w,
yelp,llama,Barbacoa,80.0,100.0,True,,-t9AIWJbQbpVKTV8Xoa5fw,
yelp,gpt-oss,Metro Lighting Solutions,70.0,72.0,True,,LuvRktvRa327l3_5XaetQg,
yelp,gpt-oss,The Blind Tiger,85.0,100.0,True,,QhkHGMp-6ioVn5-J0cXaPA,
yelp,mistral,Double Knot,80.0,100.0,True,,Ipkx4Sa7ybn8C6LtTqTztw,
yelp,gpt-oss,Bluebeard - Indianapolis,90.0,73.46938775510203,True,,WrZaL6BxHqVqt3sAcJ-5Rg,
yelp,gpt-oss,Melt Bar and Grilled,88.0,84.21052631578947,False,,,
yelp,llama,Outback Steakhouse,76.0,100.0,True,,-eLCHvtz99fc985UNL1rTA,
yelp,gpt-oss,Home Depot,70.0,100.0,True,,3tX0CduxNIHgrxr6Toairw,
yelp,claude,Chili's Grill & Bar,67.0,100.0,True,,5tA64kGSrJIhRc6Ek5NeLg,
yelp,claude,Hendricks BBQ,62.0,100.0,True,,0wQCEcpZ57TmTm6EmEDsIw,
yelp,gpt-oss,Commander's Palace,84.0,100.0,True,,_C7QiQQc47AOEv4PE3Kong,
yelp,llama,Caleco's Restaurant,78.0,85.0,True,,SSZDGl2J-CEyIzuIbEiYNQ,
yelp,claude,Tavolino Ristorante Italiano,72.0,100.0,True,,oibnXxBAR9HdvEOH-QK9aA,
yelp,claude,Surrey's Cafe & Juice Bar,69.0,95.65217391304348,True,,vN6v8m4DO45Z4pp8yxxF_w,
yelp,llama,Jason's Deli,78.0,100.0,True,,71CCyiD8inLsSXFgd0Y0wQ,
yelp,claude,Hungry Howie's Pizza,62.0,100.0,True,,QdQpt47Xg6GXZfJm-Kaebw,
yelp,mistral,Peg's Glorified Ham & Eggs,84.0,100.0,True,,MptP4Zxq3ZLbeGB4cY772A,
yelp,mistral,Wm Mulherin's Sons,92.0,100.0,True,,hUmHwBQtGg0iH-PZakQJDw,
yelp,gpt-oss,VCA Animal Hospital,66.0,84.44444444444444,False,,,
yelp,llama,Chili's Grill & Bar,60.0,100.0,True,,5tA64kGSrJIhRc6Ek5NeLg,
yelp,gpt-oss,Charlie Gitto's,73.0,100.0,True,,_JPXoG7ylTZvfg0D87l3Uw,
yelp,llama,Chili's Grill & Bar,83.0,100.0,True,,5tA64kGSrJIhRc6Ek5NeLg,
yelp,llama,Jones,79.0,100.0,True,,d_tRshM-w6S4QxE4VVi8tQ,
yelp,claude,Bosphorus Turkish Cuisine,73.0,59.09090909090908,False,,,
yelp,llama,Subway,85.0,100.0,True,,VZzivJEbmHItOxNXJB3SpA,
yelp,llama,Pei Wei Asian Diner,87.0,100.0,True,,DEA4JFXFAfRP6p7l39Jauw,
yelp,mistral,Massage Envy,82.0,100.0,True,,0dLW45c06M0KqCfYuX77EA,
yelp,mistral,Applebee's Grill + Bar,92.0,100.0,True,,wn1rS1Ga9xZ1BIMffnJW5A,
yelp,llama,Bento Cafe,80.0,66.66666666666667,False,,,
yelp,gpt-oss,Taco Deli,84.0,0.0,False,,,
yelp,claude,Feast Restaurant,71.0,60.0,True,,67gnSHwFRKgtXlzHzuyGMQ,
yelp,llama,Mesh,79.0,0.0,True,,VXAPhFVCpwUjG2JIYCHRnw,
yelp,llama,The Good You,77.0,54.54545454545454,False,,,
yelp,mistral,Empire Pizza & Pub,78.0,100.0,True,,3TNaIkVUKrHzeeWMo9DMkg,
yelp,llama,The Coffee Bean & Tea Leaf,42.0,100.0,True,,6afesz8yZhjOgijkWl4jig,
yelp,llama,P.F. Chang's,82.0,100.0,True,,vG9aD-fvsIimgo-l7u8-AA,
yelp,gpt-oss,Original Philly's Cheesesteak,75.0,75.0,False,,,
yelp,gpt-oss,The Grove Coffee House,65.0,95.0,False,,,
yelp,llama,Old Granite Street Eatery,75.0,100.0,True,,ghsaIqQ1xY3cWtWWJ4QW5w,
yelp,claude,Mellow Mushroom,68.0,100.0,True,,Edg22x3CZkIv0GUib2oEFA,
yelp,claude,Party Fowl,63.0,100.0,True,,HQt5nxRVlJKTw9stwwRY5Q,
yelp,claude,Carrabba's Italian Grill,67.0,100.0,True,,mDsElkXohOsEOH46cpx_Xw,
yelp,gpt-oss,Reno Greek Tavern,80.0,73.6842105263158,False,,,
yelp,gpt-oss,Chipotle Mexican Grill,80.0,100.0,True,,aNtKyc2rr-uK5cqzY9TVQQ,
yelp,mistral,The Southern Steak & Oyster,77.0,100.0,True,,6Pu5MKIWbn6FO-oebSSrYQ,
yelp,mistral,South Philly Barbacoa,75.0,100.0,True,,Jg9kkOl4sx2AXJVohbpSiw,
yelp,mistral,Cat Clinic At Cherry Hill,95.0,100.0,True,,xk2BZOP5CZfxyr4veOgSPw,
yelp,llama,Martin's Bar-B-Que Joint,78.0,100.0,True,,n7Ou1IB04deoaBb2AZ9jPA,
yelp,mistral,Brennan's,83.0,100.0,True,,ku8cAVBLaF_4rI-yK6gNnQ,
yelp,mistral,The Khyber Pass Pub,85.0,95.0,True,,OHzX-ZD9qyoeoxR8Z0dlIA,
yelp,claude,Sly Fox Brewing Company,65.0,82.6086956521739,True,,x-8mwjHASecG1S_wnyE__w,
yelp,claude,Schlafly Tap Room,61.0,100.0,True,,F4gvookXrKsBNCvK_xEt1g,
yelp,claude,Provision,62.0,100.0,True,,uWw055j-6t1u25yRNF-gBg,
yelp,claude,Mellow Mushroom,64.0,100.0,True,,Edg22x3CZkIv0GUib2oEFA,
yelp,gpt-oss,La Trattoria Italian Kitchen,70.0,95.0,False,,,
yelp,mistral,Abe Fisher,76.0,100.0,True,,vhDWGF-8BfsxvS7Zo5Wv2w,
yelp,mistral,Lama Dog Tap Room,70.0,100.0,True,,-ujBP1Dw0j1-Ffaz97-LXQ,
yelp,gpt-oss,The Watermark,70.0,95.0,False,,,
amazon,gpt-oss,"LEGO Harry Potter Hogwarts Castle 75954 – 1,000 Pieces",80.0,95.0,False,,,
amazon,claude,Spektrum DX5C 5-Channel DSMR Transmitter with SR6100AT Receiver,70.0,80.55555555555556,True,"Spektrum DX5C Smart 5-Channel DSMR Transmitter with SR6100AT, SPM5120, Black Medium",B07XTH77KY,Q1
amazon,gpt-oss,Mattel Rock 'Em Sock 'Em Robots Accessory Pack (Extra Robots),78.0,68.13186813186813,False,,,
amazon,claude,Transformers Generations Power of the Primes Deluxe Class Dinobot Slug,92.0,100.0,True,Transformers: Generations Power of the Primes Deluxe Class Dinobot Slug,B072MZ4632,Q1
amazon,llama,Marvel Spider-Man Web Slinger,76.0,76.0,False,,,
amazon,llama,Melissa & Doug Wooden Farm Set,87.0,82.53968253968253,False,,,
amazon,mistral,Traxxas 8541 UDR Unlimited Desert Racer Front Upper Suspension Arms (2),90.0,75.47169811320755,False,,,
amazon,claude,Rainbow High Shadow High Monse Contreras- Orange Fashion Doll with Fashionable Outfit & 10+ Colorful Play Accessories,88.0,72.03065134099617,False,,,
amazon,llama,Barbie Dreamhouse Furniture and Accessories,76.0,74.07407407407408,False,,,
amazon,mistral,LOL Surprise! O.M.G. Fashion Dolls with 20 Surprises,83.0,90.56603773584906,False,,,
amazon,claude,Ravensburger Flower Market 1000 Piece Jigsaw Puzzle for Adults,85.0,87.60330578512396,False,,,
amazon,gpt-oss,Paw Patrol Adventure Board Game – Family Game Night for Ages 4+,80.0,95.0,True,Paw Patrol Adventure Board Game,B00N46TECC,Q3
amazon,claude,Learning Resources Jumbo Dinosaurs Realistic Figures Set of 5,73.0,69.3069306930693,False,,,
amazon,claude,Fashion Angels Fashion Design Sketch Portfolio,68.0,92.92929292929291,False,,,
amazon,gpt-oss,Mega Construx Call of Duty Modern Warfare Battle Pack,85.0,83.33333333333334,False,,,
amazon,claude,McFarlane Toys Dragons Series Berserker Clan Dragon,70.0,91.0891089108911,False,,,
amazon,gpt-oss,Catan (Settlers of Catan) Board Game,77.0,81.69014084507043,True,The Settlers of Catan,B000W7JWUA,Q1
amazon,mistral,Grossery Gang The Collector's Blind Bag Series 1,84.0,74.07407407407408,False,,,
amazon,mistral,"Barbie Dreamhouse Playset with 70+ Pieces, Working Elevator, Pool Slide & Lights",90.0,66.66666666666667,True,"Barbie DreamHouse, Doll House Playset with 75+ Furniture & Accessories, 10 Play Areas, Lights & Sounds, Wheelchair-Accessible Elevator",B0C87LKLLC,Q1
amazon,claude,Creativity for Kids Shrink Art Jewelry Kit - Make Your Own Shrink Film Jewelry,76.0,66.66666666666667,False,,,
amazon,llama,Redcat Racing Shocks for Everest-10 Rock Crawler,81.0,76.36363636363637,False,,,
amazon,mistral,Melissa & Doug Wooden Building Blocks Set (100-Piece),88.0,76.08695652173914,False,,,
amazon,mistral,Melissa & Doug Wooden Building Blocks Set (100-Piece),88.0,76.08695652173914,False,,,
amazon,llama,K'NEX Thrills Roller Coaster Building Set,73.0,79.56989247311827,False,,,
amazon,gpt-oss,LeapFrog My First Learning Tablet – Interactive Educational Device for Toddlers,77.0,62.68656716417911,True,"LeapFrog My First Learning Tablet, Violet, Amazon Exclusive",B08NQDJFBX,Q1
amazon,gpt-oss,Melissa & Doug Wooden Railway Set with Bridges,84.0,81.81818181818181,False,,,
amazon,llama,Funko Pop! Star Wars Boba Fett Vinyl Figure,75.0,86.48648648648648,True,Funko Pop! Star Wars: Boba Fett #08 Vinyl Bobble-Head Figure (Bundled with Pop Box Protector Case),B079QS4HHS,Q1
amazon,mistral,Barbie Dreamhouse Playset,95.0,77.77777777777779,True,"Barbie DreamHouse, Doll House Playset with 75+ Furniture & Accessories, 10 Play Areas, Lights & Sounds, Wheelchair-Accessible Elevator",B0C87LKLLC,Q1
amazon,mistral,YU-GI-OH! - Frightfur March (CROS-EN089) - Crossed Souls - 1st Edition - Super Rare,90.0,88.88888888888889,False,,,
amazon,mistral,Melissa & Doug Wooden Building Blocks Set (100-Piece),80.0,76.08695652173914,False,,,
amazon,mistral,VTech KidiBeats Drum Set (Frustration-Free Packaging),87.0,81.55339805825243,False,,,
amazon,gpt-oss,Bop It! XT,79.0,100.0,True,Bop It XT,B004UCBU6M,Q1
amazon,llama,Playskool Heroes Transformers Rescue Bots Salvage The Construction-Bot Action Figure,75.0,85.71428571428572,True,Transformers Playskool Heroes Rescue Bots Salvage Figure,B00QCALON4,Q1
amazon,claude,Ever After High Spring Unsprung Ashlynn Ella Doll,78.0,80.48780487804879,False,,,
amazon,llama,Holy Stone HS100 GPS Drone,80.0,72.22222222222221,False,,,
amazon,claude,"Vallejo Game Color Intro Set, 16 Colors",80.0,72.0,True,Acylicos Vallejo - 72299 - Acrylic 16 Colors for Fantasy Figures,B094NFGSRV,Q1
amazon,llama,Magic The Gathering - Commander Deck,70.0,95.0,True,Magic The Gathering - Commander Deck - Counterpunch,B0055VLBOI,Q2
amazon,mistral,VTech KidiZoom Smartwatch DX2,76.0,95.0,True,"VTech KidiZoom Smartwatch DX2 (Frustration Free Packaging), Blue",B08NPPWJN9,Q1
amazon,gpt-oss,1:12 Miniature Outdoor Patio Table and Chairs Set,88.0,68.68686868686868,True,Garden Table & Chair for 1/12 scale House and Figure,B00AZCF3J6,Q4
amazon,claude,"Crayola Sidewalk Chalk, Outdoor Toy, 64 Count",70.0,81.4814814814815,True,"Crayola 512064 Ultimate Sidewalk Chalk, 4-Inch, 60 Assorted Colors, 64/Set (Cyo512064)",B0888T8BK6,Q1
amazon,mistral,Crayola Light-Up Tracing Pad,81.0,95.0,True,"Crayola Light Up Tracing Pad - Blue, Drawing Projector for Kids, Kids Toys, Tracing Light Box, Gift for Boys and Girls, Ages 6+.",B0C8L57BG8,Q1
amazon,mistral,National Geographic Mega Crystal Growing Lab,72.0,68.62745098039215,True,"NATIONAL GEOGRAPHIC Mega Crystal Growing Kit for Kids- Grow 8 Vibrant Crystals Fast (3-4 Days), with Light-Up Display Stand and Real Gemstones, Crystal Making Science Kit (Amazon Exclusive)",B09LQ855D5,Q1
amazon,claude,"RPM 80312 Traxxas Slash 2WD Rear Bumper, Blue",64.0,85.36585365853658,True,"RPM Slash 2WD Rear Bumper, Blue",B002RGJMWM,Q1
amazon,claude,Green Toys Dump Truck,82.0,95.0,True,"Green Toys Dump Truck, Blue/Orange - Pretend Play, Motor Skills, Kids Toy Vehicle. No BPA, phthalates, PVC. Dishwasher Safe, Recycled Plastic, Made in USA.",B0747DHSPL,Q1
amazon,mistral,"Crayola Inspiration Art Case Coloring Set, Gift for Kids",85.0,78.01418439716312,True,"Crayola Inspiration Art Case, Art Set, Gifts for Kids, Age 4, 5, 6, 7 (Styles May Vary), includes 64 Crayons, 20 Short Colored Pencils, 40 Washable Markers and 15 Paper Sheets",B07R7WSPGF,Q1
amazon,mistral,Yu-Gi-Oh! - Structure Deck: Cyber Strike,88.0,88.88888888888889,True,"Yu-Gi-Oh! Trading Cards Cyber Strike Structure Deck, Multicolor",B0958KHVG1,Q1
amazon,mistral,YU-GI-OH! - Junk Synchron (SDJ-EN006) - Duelist Pack: Jaden Yuki - 1st Edition - Common,87.0,80.85106382978724,False,,,
amazon,mistral,Jurassic World Indominus Rex Figure,85.0,95.0,True,Jurassic World Indominus Rex,B015KYIPLQ,Q4
amazon,llama,Mini Figurine Toys Bulk Set for Kids Party Favors,85.0,68.62745098039215,False,,,
amazon,llama,Nerf N-Strike Elite Strongarm Blaster,80.0,100.0,True,Nerf N-Strike Elite: Strongarm Blaster,B009T45XDW,Q1
amazon,llama,Little People Play 'n Go Farm,79.0,73.23943661971832,False,,,
amazon,mistral,Transformers Generations Power of the Primes Leader Class Optimus Prime Figure,98.0,88.88888888888889,True,Transformers: Generations Power of the Primes Leader Evolution Optimus Prime,B0721JXX6V,Q1
amazon,llama,Customizable Dice Tower,80.0,62.295081967213115,False,,,
amazon,llama,Schleich Horse Figurine,76.0,75.0,False,,,
amazon,llama,Star Wars Destiny Booster Pack,82.0,87.71929824561404,True,"Fantasy Flight Games Star Wars Destiny: Awakenings Booster Pack, 5 Cards and 1 Premium Die, 6 Count (Pack of 1)",B01L0LUE3K,Q1
amazon,llama,Splendor,77.0,40.0,True,Splendor Board Game (Base Game) | Family Board Game | Board Game for Adults and Family | Strategy Game | Ages 10+ | 2 to 4 players | Average Playtime 30 minutes | Made by Space Cowboys,B0BMGW1N8Q,Q1
amazon,llama,Magnetic Tiles Building Blocks Set,89.0,84.375,False,,,
amazon,gpt-oss,WWE Elite Collection 6‑Inch The Undertaker Action Figure,77.0,89.10891089108911,False,,,
amazon,llama,Star Wars The Black Series Emperor Palpatine,84.0,95.0,True,Star Wars The Black Series Emperor Palpatine 6 Inch Figure,B00Q8AEGVA,Q1
amazon,claude,Melissa & Doug Superhero Role Play Costume Set - Dress Up for Kids Ages 3+,68.0,78.04878048780488,True,"Melissa & Doug Super Hero Role Play Costume Set (3 pcs)- Tunic, Cape, Mask",B004PBOPTM,Q1
amazon,claude,Turnigy 2200mAh 3S 25C Lipo Pack,80.0,100.0,True,Turnigy 2200mAh 3S 25C Lipo Pack,B0072AEYLW,Q1
amazon,mistral,Yu-Gi-Oh! - Ghost Rare Cards from Premium Gold 3,82.0,69.81132075471699,False,,,
amazon,gpt-oss,LEGO Star Wars The Mandalorian The Child (Baby Yoda) Buildable Figure,92.0,95.0,True,"LEGO Star Wars: The Mandalorian Series The Child 75318 - Baby Yoda Grogu Figure, Building Toy, Collectible Room Decoration for Boys and Girls, Teens, with Minifigure and Nameplate, Gift Idea",B0883SGWXB,Q1
amazon,mistral,Playmobil Take Along Family House,81.0,85.71428571428572,False,,,
amazon,claude,Orbeez Splat Gun Blaster with 2000 Non-Toxic Biodegradable Gel Beads,78.0,69.46107784431138,False,,,
amazon,gpt-oss,Starfinder: The Lost Omens – Armory,73.0,68.42105263157895,False,,,
amazon,llama,National Geographic Kids Microscope Set,80.0,82.92682926829268,True,"NATIONAL GEOGRAPHIC Kids Microscope Science Kit - Dual LED Microscope for Kids, Ultra Bright 20x & 50x Magnification, 35 Microscope Slides, Most Complete Microscope Kit for Kids 8-12, Biology for Kids",B085RDNWLK,Q1
amazon,claude,LEGO Harry Potter Hogwarts Castle 71043 Building Kit,85.0,95.0,True,"LEGO Harry Potter Hogwarts Castle 71043 Building Set - Model Kit with Minifigures, Featuring Wand, Boats, and Spider Figure, Gryffindor and Hufflepuff Accessories, Collectible for Adults and Teens",B07XRSC7TP,Q1
amazon,llama,Bandai Godzilla Action Figure,72.0,86.20689655172413,False,,,
amazon,mistral,Disney Frozen 2 Singing Elsa Doll,85.0,88.57142857142857,True,"Disney Frozen Musical Adventure Elsa Singing Doll, Sings Show Yourself Song from Disney's Frozen 2 Movie, Elsa Toy for Kids",B07Y2P9J64,Q1
amazon,mistral,G.I. Joe Classified Series Destro Action Figure,98.0,76.47058823529412,True,Hasbro G.I. Joe Classified Series Destro Action Figure 03 Collectible Premium Toy with Multiple Accessories 6-Inch Scale with Custom Package Art,B083VM6NR3,Q1
amazon,llama,Thames & Kosmos Chemistry Set,88.0,74.19354838709677,False,,,
amazon,gpt-oss,Kinetic Sand Play Set,84.0,80.0,False,,,
amazon,llama,Fisher-Price Little People Play 'n Go Farm,76.0,90.69767441860466,False,,,
amazon,mistral,Nerf Ultra One Blaster,85.0,70.83333333333333,True,Nerf Ultra One Motorized Blaster -- High Capacity Drum -- 25 Official Nerf Ultra Darts The Farthest Flying Nerf Darts,B07SDQ5WRP,Q4
amazon,llama,Play-Doh Modeling Compound 10-Pack,74.0,81.81818181818181,False,,,
amazon,llama,Vtech Kidizoom Smartwatch,76.0,89.28571428571429,False,,,
amazon,llama,Play-Doh Modeling Compound 20-Pack,82.0,81.81818181818181,False,,,
amazon,mistral,LEGO Star Wars 75254 Imperial AT-ST Raider Building Kit,83.0,91.0891089108911,True,LEGO Star Wars at-ST Raider 75254 Building Kit (540 Pieces),B07XRS792Y,Q1
amazon,mistral,Fat Brain Toys SpinAgain Stacking Toy - Colorful Twist on Classic Stacking Rings,88.0,66.66666666666667,True,Fat Brain Toys SpinAgain Kids Stacking Toy,B016F5QJQW,Q1
amazon,claude,"Melissa & Doug Deluxe Jumbo Cardboard Blocks, 40 Pieces",70.0,81.4814814814815,True,Melissa & Doug Jumbo Extra-Thick Cardboard Building Blocks - 40 Blocks in 3 Sizes,B000A12YBW,Q1
amazon,mistral,Last Night on Earth: The Zombie Game – Blood in the Forest Expansion,92.0,75.86206896551724,True,Flying Frog Last Night on Earth: Blood in the Forest,B00HVGTN8G,Q2
amazon,mistral,Hot Racing AX30116G01 Aluminum Front Knuckle Set for Axial SCX10 II,83.0,77.77777777777779,False,,,
amazon,mistral,National Geographic Kids Dinosaur Dig Kit,89.0,72.5,False,,,
amazon,mistral,LEGO DUPLO Classic Heart Box 10909 Building Kit (80 Pieces),88.0,75.22935779816513,True,"LEGO 10909 DUPLO Classic Heart Box, First Bricks Building Toy with Helicopter, Boat, Animal Toys and More, Gifts for Toddlers and Kids 1.5 Years Old",B0B57DDJG1,Q3
amazon,claude,Funko POP Television: Breaking Bad - Walter White Action Figure,77.0,100.0,True,Funko POP Television (Vinyl): Breaking Bad Walter White Action Figure,B00KVPC5CU,Q2
amazon,gpt-oss,Grandpa Beck's The Great Escape,78.0,73.01587301587303,False,,,
amazon,gpt-oss,Board Game Organizer Carrying Case – 12-Compartment Portable,80.0,68.49315068493152,False,,,
amazon,llama,LEGO Marvel Avengers Ultimate Quinjet 76126 Building Kit,83.0,92.56198347107438,True,LEGO Marvel Avengers: Avengers Ultimate Quinjet 76126 Building Kit (838 Pieces),B07XRRXWVV,Q1
amazon,gpt-oss,Disney Pixar Toy Story 4 Playset,73.0,88.88888888888889,True,Disney Pixar Toy Story 4 Figure Play Set,B08ZXYZW8V,Q2
amazon,claude,Rhode Island Novelty Miniature Fairy Garden Accessories Assortment,68.0,69.91869918699187,False,,,
amazon,llama,Hot Wheels Track Builder System,85.0,95.0,False,,,
amazon,claude,"McFarlane Toys DC Multiverse Batman 7"" Action Figure",70.0,98.07692307692308,True,"McFarlane Toys DC Batman 7"" Action Figures",B081H6DC2G,Q1
amazon,gpt-oss,Transformers Generations Deluxe Class Hot Rod Figure,85.0,91.2621359223301,False,,,
amazon,mistral,YU-GI-OH! - Frightfur Tiger (MP16-EN138) - Mega Pack 2016 - 1st Edition - Rare,86.0,86.76470588235294,False,,,
amazon,mistral,Osmo - Genius Starter Kit for iPad + Family Game Night - 7 Educational Learning Games - Ages 6-10 - Easter Gifts for Kids,78.0,69.68325791855203,False,,,
amazon,llama,National Geographic Kids Microscope,92.0,76.92307692307692,True,"NATIONAL GEOGRAPHIC Kids Microscope Science Kit - Dual LED Microscope for Kids, Ultra Bright 20x & 50x Magnification, 35 Microscope Slides, Most Complete Microscope Kit for Kids 8-12, Biology for Kids",B085RDNWLK,Q1
amazon,llama,Hasbro Connect 4 Game,79.0,90.9090909090909,True,Hasbro Connect 4,B0824JJSQJ,Q3
amazon,llama,Imaginext DC Super Friends Batcave,84.0,95.0,True,DC Super Friends Imaginext DC Super Friends Batcave (Frustration-Free Packaging),B005C3HOR2,Q1
amazon,gpt-oss,Crayola Inspiration Art Case – 140 Piece Deluxe Set,88.0,72.94117647058825,True,"Crayola Inspiration Art Case, Art Set, Gifts for Kids, Age 4, 5, 6, 7 (Styles May Vary), includes 64 Crayons, 20 Short Colored Pencils, 40 Washable Markers and 15 Paper Sheets",B07R7WSPGF,Q1
amazon,mistral,Lalaloopsy Mini Doll - Pillow Featherbed,89.0,92.95774647887325,True,"Lalaloopsy Mini Doll Series 2 - Pillow Featherbed, 3"" Pink Pajama Doll + Sheep Pet + 3 Accessories & Expandable Canopy Bed Playset - Alarm Clock, Milk Carton, Gift for Sleep Lover, Multicolor",B09QXMRFFZ,Q3
amazon,mistral,Melissa & Doug Wooden Building Blocks Set (100 pcs),88.0,78.0,False,,,
amazon,gpt-oss,Dungeons & Dragons DM Screen & Campaign Notebook Set,92.0,66.66666666666667,False,,,
amazon,gpt-oss,iBloom Squishy Pizza – Realistic Scented Toy,72.0,65.99999999999999,False,,,
amazon,llama,Play-Doh Modeling Compound 20-Pack,78.0,81.81818181818181,False,,,
amazon,mistral,"Outdoor Water Blaster Toys for Kids, 2 Pack 360° Rotating Water Guns with 1000CC Large Capacity, Summer Beach Pool Party Toys for Boys Girls Age 6-12",92.0,72.89156626506023,False,,,
amazon,gpt-oss,Boon Building Bath Pipes – Bath Time Water Play Toy Set,81.0,61.855670103092784,True,Boon PIPES Toddler Bath Toys - Toddler and Baby Bath Toys - Multicolored - Ages 12 Months and Up - 5 Count,B0B8TC8NSL,Q1
amazon,gpt-oss,Little Tikes Cozy Coupe,87.0,100.0,True,Little Tikes Cozy Coupe,B01LY451EC,Q1
amazon,llama,Ken Doll Clothes and Accessories,85.0,82.53968253968253,False,,,
amazon,claude,Magic The Gathering - Counterspell - 7th Edition,79.0,88.88888888888889,True,Magic: the Gathering - Counterspell - Seventh Edition,B005OUTUXO,Q2
amazon,llama,Crayola Ultimate Light Board Drawing Tablet,85.0,70.27027027027026,True,"Crayola Ultimate Light Board - Blue, Drawing Tablet & Tracing Pad, Kids Toys, Gifts For Boys & Girls, Ages 6+ [Amazon Exclusive]",B0C9K2SMBZ,Q1
amazon,claude,Barbie Dreamhouse,72.0,100.0,True,Barbie Dreamhouse,B00WU39GZU,Q1
